30.235595318716 -31.953898065205 22.717418007802 -0.876827182339 0.704545972841 -0.127237214773 | 0.000786654643 0.000321643515 0.999999638860 -0.098118141041 0.237680008082 -1.033187876502
-12.585523988160 -28.032911017572 29.607079837358 -0.569060226933 0.572188453782 -0.498037667595 | 0.001534489222 0.000940135508 0.999998380743 -0.286084781519 0.463257556535 -1.078862216785
19.642206447041 -33.106966678560 -3.431166734869 -1.635993230636 0.962667484654 1.393432668341 | 0.001298743344 0.000657015853 0.999998940797 -0.199533588214 0.392575931656 -0.583392419082
-28.609323373730 -35.163007530299 -8.239787138713 -0.255879993287 0.196938271023 0.688927595539 | 0.000902130608 0.002070381833 0.999997449836 -0.627178460768 0.271247674224 -0.829772208551
-19.823606869790 35.481093770138 25.014945018580 -0.177083331481 0.487516215092 0.836402552825 | 0.000438965522 -0.002465635095 0.999996863972 0.744806728574 0.138630507864 -2.442568075602
-10.138546908429 -32.729310343659 23.517830557444 -0.212750578521 0.030430761494 1.631240144498 | 0.002754238234 0.000752040102 0.999995924295 -0.239670103603 0.829997428764 -4.444375855426
-9.861470851845 -30.977097981595 4.433339850087 -1.449164278074 0.625713285994 -0.238701326455 | 0.001037165227 0.000628311756 0.999999264756 -0.191344074828 0.313026615562 -1.217935354309
-4.913721799833 -33.452323586263 -27.314281761662 -0.144623356985 1.813823021792 -0.680418799167 | 0.000556026603 0.000655293334 0.999999630712 -0.198781403655 0.167606266792 -0.941264928039
17.951405662647 -30.812255893725 -34.531932092673 -0.533730010175 0.978301950196 -1.643975771385 | 0.000350056143 0.001410199212 0.999998944399 -0.427460944258 0.102669951568 -2.302742098554
31.905752442984 15.361186819033 -35.093251017496 -1.190314048074 0.438892963005 0.674074054393 | 0.000411870774 0.001546102489 0.999998719964 -0.468949758407 0.120167294735 -2.905792100044
5.169202845781 3.507704098175 7.202591803057 -0.441064389388 0.669439805460 -1.214096517984 | 0.000598300058 0.000170528288 0.999999806479 -0.052448662779 0.180595880882 -1.866642335708
26.837882977619 -33.024899395159 -3.204984353092 -1.734483357796 0.467990063342 1.050363838695 | 0.000038510441 0.000452732613 0.999999896775 -0.137007963860 0.011281279008 -0.844535078721
3.170257841216 3.510095433209 7.212206021403 -0.062621307131 1.392546094394 1.693639551777 | 0.000350759763 0.001415850302 0.999998936167 -0.428887545286 0.103858340514 -1.580467323371
-32.890703765763 29.938790054192 15.924242904915 -0.514402596734 0.371033502804 1.102391469437 | 0.000762168038 0.000379355279 0.999999637595 -0.119212617888 0.228440638495 -5.817351559790
-36.134659438621 11.281103769921 15.252614542157 -0.854593547954 1.170096072583 -0.764620090715 | 0.000916928723 0.001870366103 0.999997830484 -0.567103916959 0.274999621972 -1.301974276171
-22.955574254490 28.473852617564 36.084440466209 -0.163118920923 0.126072575320 0.090895688120 | 0.000265626491 0.001500064241 0.999998839624 -0.454178246612 0.078162762380 -1.463722053759
-25.675934430409 10.421138706269 1.476320613451 -1.288055924921 0.647588578628 1.120266485587 | 0.000056420670 -0.000666706243 0.999999776160 0.201390750458 0.020091822729 -4.557851912937
-31.118107712049 -1.031378397644 -36.321944716741 -0.286806768807 1.358484076891 0.026185630843 | 0.000862833116 0.001892543633 0.999997836896 -0.573942895661 0.257884232562 -1.613028970689
34.683283542759 -29.760689448663 20.133315655471 -0.471526363694 1.084361409822 0.828256282833 | 0.000821349849 0.001574712718 0.999998422831 -0.477908139189 0.245671346348 -1.801001026980
-20.205754401086 26.333833029444 5.103662540898 -1.050275803569 0.844831540675 -1.306603003526 | 0.002666405352 -0.000844471464 0.999996088568 0.246364056502 0.809464454462 -3.401410080323
-23.831122149895 -27.490734456327 22.150379121434 -1.537961965100 1.077890461384 0.076153651771 | 0.000965664681 -0.001024631516 0.999999008810 0.303098311611 0.299495663559 -7.235582880313
11.626755026556 -33.870943165104 12.401056647472 -0.358878491033 -1.316131096599 0.718612677458 | 0.001807502149 0.000026643775 0.999998366112 -0.008351418760 0.546848297530 -0.156993554023
-8.534337716799 -12.179012385882 -6.637569482827 -0.544352865544 -0.159863523802 0.921962012889 | 0.000198664509 0.000291980869 0.999999937640 -0.088542821434 0.059878036824 -0.858239194284
21.353545753906 22.314637744320 20.091704909939 -0.378658245869 -1.414267085225 -0.678335429555 | 0.000577241853 0.000844982609 0.999999476398 -0.255922418004 0.174270630955 -0.429124463795
-21.115890839270 19.729647752440 33.620758240592 -0.461612980338 2.057854607715 -1.441098271369 | 0.000366752989 0.001955323591 0.999998021099 -0.592693183645 0.105135000359 -3.001838897731
0.000200000000
