11.824591962987 9.250237165584 0.857146901884 0.900104596704 0.709387731726 -0.133280326070 | 0.083062447078 0.028861828897 0.996126309620 -1.659059215861 5.224933146096 2.219902076306
-3.513678656254 0.636191016067 -10.714509440527 0.568789855152 -0.573863909361 -0.500046525172 | -0.000037236708 0.013175521940 0.999913198350 -0.821196814180 0.011231280559 1.442926486219
9.132612890714 11.133825991217 -1.919053092844 -1.661828560834 -0.969935507030 -1.402774121325 | 0.011356044160 0.044726882331 0.998934705703 -2.778754298340 0.725486642907 0.288703008660
5.140250990330 -10.437681326117 -1.739498784792 -0.266700880524 -0.197074998404 -0.696730396162 | 0.028191797850 0.011667674351 0.999534435580 -0.660538138572 1.753124966949 2.396136947502
-12.811255086103 9.714887703695 0.273483533953 -0.196165510486 -0.493613777545 0.839827860390 | 0.006792004361 0.095206794732 0.995434344853 -5.930795597631 0.583567570565 2.032839162326
13.529318096092 -6.217729866705 -2.459291462727 -0.184030205099 -0.028140364617 1.632300178305 | 0.002854067267 -0.024739957041 0.999689846315 1.539163563009 0.179986801419 0.226725116048
7.237004818074 -6.431973335282 -1.258301456074 1.470094233264 0.630623625494 -0.235717299997 | 0.029059010535 -0.026144991377 0.999235714600 1.528236840256 1.894483455572 -4.651602373007
-2.724301486379 6.665949838907 3.663322205518 -0.145918985777 -1.832339648119 -0.682363454485 | 0.012254920453 -0.004902938021 0.999912885267 0.287086237573 0.767146079234 -1.417030321075
13.163796160815 -10.652744683796 7.438346838622 0.471376269561 1.013066970235 -1.556553769072 | 0.031004115814 -0.019676278104 0.999325567011 1.168425699455 1.966923276147 -1.072782835532
1.514979531977 -3.672980858662 -8.923680003825 1.191647833459 0.454006654448 0.675568483856 | 0.022935795657 -0.038004681074 0.999014310956 2.336416302474 1.488354367279 -1.961098117601
-3.956323780477 4.520760753238 3.940549137718 0.442078415058 -0.648219731552 1.221861437846 | 0.010211761067 -0.034475120789 0.999353383935 2.176816580660 0.546595790633 3.463172770702
-8.147117344139 7.596762599643 -3.163010479234 1.739074875466 -0.476943885603 1.060792961979 | 0.009380873631 0.043590877465 0.999005422714 -2.734083284609 0.575043158258 -0.387479922781
3.078191565135 -1.782527177693 -9.429338105004 -0.065889416825 1.370650563902 1.704738270622 | 0.034147866545 -0.002258834239 0.999414238881 0.022894541784 2.141629962699 -4.617837790494
13.002988129098 3.899666442395 -7.843999393091 0.518267951222 -0.370595896268 1.106889486437 | 0.034165172944 -0.022774442938 0.999156677257 1.496787782727 2.073565168026 3.105533529158
-1.206665960502 8.506801268468 7.376815451435 0.768932778130 1.249393796667 -0.813075909201 | 0.014475287821 -0.024401593625 0.999597433105 1.484994078047 0.869059611600 -2.363721706948
