0.0001 355.515124196486 132.556560249472 118.171319857120 136.922535173795 764.007361336123 -398.179425185876 -203.545122553450 -18.070054184765 -469.065698916942 0.003697967026 0.000385579979 -0.000029839341 0.000385597063 0.003131537575 -0.000046149450 -0.000233910061 0.000081100325 0.001499703783 
0.0002 355.626131938961 132.566606816282 118.153006026638 136.925191746539 764.051931122408 -398.137615806214 -203.533731420673 -18.066290379120 -468.964026534777 0.003699805632 0.000386123797 -0.000029760520 0.000386158142 0.003132845515 -0.000045958609 -0.000234436080 0.000081201422 0.001499338605 
0.0003 355.736630472642 132.576463004681 118.134509637105 136.927650020892 764.095325292949 -398.095167964952 -203.522035651366 -18.062494210611 -468.861629617873 0.003701622354 0.000386661884 -0.000029681565 0.000386713662 0.003134128892 -0.000045767989 -0.000234958797 0.000081305098 0.001498969810 
0.0004 355.846169324593 132.585961175821 118.115681617253 136.929736898611 764.136577967286 -398.051579216579 -203.509778201345 -18.058642785333 -468.757916802010 0.003703413530 0.000387194401 -0.000029602261 0.000387263782 0.003135384438 -0.000045577451 -0.000235477976 0.000081411613 0.001498593976 
0.0005 355.955750441642 132.595474846451 118.096855062549 136.931838181522 764.177842429623 -398.007971993957 -203.497532760636 -18.054786926212 -468.654210257409 0.003705187008 0.000387719579 -0.000029523008 0.000387806727 0.003136620657 -0.000045386720 -0.000235994050 0.000081521112 0.001498218791 
0.0006 356.065361667512 132.604999480634 118.078026175584 136.933949205044 764.219093334062 -397.964333501758 -203.485292668085 -18.050925939171 -468.550494904306 0.003706942050 0.000388238168 -0.000029443800 0.000388343244 0.003137835884 -0.000045195807 -0.000236507022 0.000081633585 0.001497844164 
0.0007 356.175067842747 132.614559248714 118.059216696495 136.936094946131 764.260470582582 -397.920737016138 -203.473095275015 -18.047063033326 -468.446856991675 0.003708678592 0.000388750750 -0.000029364654 0.000388873911 0.003139029791 -0.000045004693 -0.000237017031 0.000081749087 0.001497470621 
0.0008 356.284742483877 132.624107109006 118.040384937286 136.938226842142 764.301703512021 -397.877042031153 -203.460868621456 -18.043191721361 -468.343131089584 0.003710395880 0.000389258016 -0.000029285511 0.000389399415 0.003140202582 -0.000044813425 -0.000237524021 0.000081867569 0.001497097186 
0.0009 356.394499802984 132.633685636794 118.021568997847 136.940388868216 764.343037947425 -397.833376967102 -203.448678257797 -18.039317713679 -468.239468361824 0.003712094109 0.000389758936 -0.000029206433 0.000389918721 0.003141353294 -0.000044621974 -0.000238027945 0.000081989033 0.001496724734 
0.001 356.504311468737 132.643284308821 118.002759725484 136.942570171364 764.384413797714 -397.789710980851 -203.436508295455 -18.035439498270 -468.135832471061 0.003713773924 0.000390253481 -0.000029127409 0.000390431797 0.003142481541 -0.000044430351 -0.000238528802 0.000082113444 0.001496353044 
0.0011 356.614520251058 132.653030642114 117.984070759512 136.944902410616 764.426566487336 -397.746427175211 -203.424554551595 -18.031574328882 -468.032674170963 0.003715438445 0.000390741776 -0.000029048580 0.000390938763 0.003143590042 -0.000044238421 -0.000239026734 0.000082240930 0.001495984752 
0.0012 356.724723930921 132.662774991152 117.965369173753 136.947231100618 764.468634222331 -397.703077470072 -203.412587759312 -18.027701775174 -467.929466064286 0.003717082724 0.000391223805 -0.000028969787 0.000391439599 0.003144675919 -0.000044046346 -0.000239521593 0.000082371334 0.001495616787 
0.0013 356.835409493259 132.672698467648 117.946816220562 136.949743211923 764.511661269844 -397.660205534722 -203.400885876894 -18.023846365960 -467.826847714728 0.003718709879 0.000391699086 -0.000028891275 0.000391933817 0.003145741478 -0.000043854256 -0.000240013580 0.000082504821 0.001495253043 
