27.1442 27.1442 27.1442
11.821091901164 9.247472115996 0.857664333323 0.894792723815 0.708573664323 -0.132057630798 0.997626212101 0.026492435869 -0.063561716233 -0.027815283850 0.999412621362 -0.020018048019 0.062994054585 0.021738516598 0.997777122399 -0.482262740920 1.430212323583 0.310180928219  | 1.000000000000 11.789594873872 9.236602857697 0.358775772123 0.801253355312 0.594940866339 -0.063548590237 1.500000000000 . 11.852588928457 9.258341374295 1.356552894522 0.997626212101 0.026492435869 -0.063561716233 2.000000000000 . 58
-3.515897575900 0.638428808981 -10.712559742752 0.569112592657 -0.573716634069 -0.499793418864 0.999845564962 0.017573263768 -0.000163177699 -0.017574017151 0.999795805765 -0.009975003535 -0.000012148989 0.009976330732 0.999950235100 -0.226010524611 0.000600640782 0.200959497992  | 1.000000000000 -3.515891501405 0.633440643614 -11.212534860303 0.808945492029 0.587854493863 -0.005855094362 1.500000000000 . -3.515903650394 0.643416974347 -10.212584625202 0.999845564962 0.017573263768 -0.000163177699 2.000000000000 . 39
9.139083104326 11.137605943595 -1.913585535867 -1.656221562267 -0.968506232325 -1.401089470152 0.999951284543 0.004573473819 -0.008747106793 -0.004867120588 0.999415091984 -0.033849446832 0.008587180982 0.033890371065 0.999388664670 -0.766160152356 0.196956008314 0.045602586225  | 1.000000000000 9.134789513835 11.120660758063 -2.413279868202 0.816320468935 0.576987320951 -0.026580455584 1.500000000000 . 9.143376694817 11.154551129127 -1.413891203532 0.999951284543 0.004573473819 -0.008747106793 2.000000000000 . 89
5.141285224488 -10.436910129313 -1.736783929085 -0.263659140214 -0.198405336416 -0.695485564802 0.999332751774 0.029384788953 -0.021692980673 -0.029568480258 0.999529153737 -0.008196084709 0.021441926394 0.008832044357 0.999731083234 -0.193163846427 0.482106129997 0.335081314583  | 1.000000000000 5.130564261291 -10.441326151492 -2.236649470702 0.801645678612 0.597376983493 -0.022470930461 1.500000000000 . 5.152006187685 -10.432494107134 -1.236918387468 0.999332751774 0.029384788953 -0.021692980673 2.000000000000 . 42
-12.810498785389 9.716810605821 0.270209939682 -0.191683607181 -0.492482077459 0.838926499529 0.999663433340 0.024961932510 -0.007065547983 -0.025406200391 0.997082903778 -0.071973661678 0.005248335414 0.072128946471 0.997381506775 -1.634387574723 0.132399738155 0.285419641929  | 1.000000000000 -12.813122953096 9.680746132585 -0.228480813705 0.804303942760 0.592350880272 -0.047070154683 1.500000000000 . -12.807874617682 9.752875079056 0.768900693070 0.999663433340 0.024961932510 -0.007065547983 2.000000000000 . 77
13.530049459779 -6.217618914676 -2.465658513446 -0.191032997744 -0.028752111370 1.632832138954 0.999993267490 0.003021635547 -0.002081992614 -0.002982073924 0.999819758688 0.018749863259 0.002138272606 -0.018743528369 0.999822038132 0.424000044087 0.049454865823 0.032647545577  | 1.000000000000 13.528980323476 -6.208247150491 -2.965569532512 0.817436077706 0.575948236752 0.009049011322 1.500000000000 . 13.531118596082 -6.226990678860 -1.965747494380 0.999993267490 0.003021635547 -0.002081992614 2.000000000000 . 54
7.231280037642 -6.434430898475 -1.257380273721 1.465674772723 0.629663553166 -0.236668298484 0.998123377779 -0.056668285074 -0.023204055622 0.057100510756 0.998198712134 0.018408225495 0.022119095868 -0.019698643637 0.999561258271 0.439054040775 0.505920312007 -0.649175195235  | 1.000000000000 7.220220489709 -6.424581576657 -1.757160902856 0.850366308761 0.526123322396 -0.008449125053 1.500000000000 . 7.242339585576 -6.444280220294 -0.757599644585 0.998123377779 -0.056668285074 -0.023204055622 2.000000000000 . 95
-2.723732881518 6.673088685177 3.665983090144 -0.145671402894 -1.828596118660 -0.682186077764 0.999792983659 -0.018068142178 -0.009355857255 0.018102000843 0.999829853605 0.003547027612 0.009290177190 -0.003715653055 0.999949942012 0.082086387563 0.210413128509 -0.201069132165  | 1.000000000000 -2.728377970113 6.674946511704 3.166008119138 0.829365343342 0.558678292512 -0.005629378086 1.500000000000 . -2.719087792923 6.671230858649 4.165958061150 0.999792983659 -0.018068142178 -0.009355857255 2.000000000000 . 26
13.161929226562 -10.656683005369 7.444458855496 0.486090666549 1.006438610695 -1.577862622135 0.999642344196 -0.012528472248 -0.023626702547 0.012877466436 0.999809355208 0.014677332755 0.023438313683 -0.014976335391 0.999613102570 0.330209865831 0.536112643552 -0.147964585973  | 1.000000000000 13.150210069720 -10.649194837673 6.944652304211 0.826245276873 0.563204367039 -0.010935289320 1.500000000000 . 13.173648383403 -10.664171173064 7.944265406781 0.999642344196 -0.012528472248 -0.023626702547 2.000000000000 . 93
1.510331447082 -3.674744855742 -8.926314362860 1.191963660302 0.450591237546 0.675385462844 0.999541489871 -0.024261305720 -0.018116265357 0.024768343490 0.999292318894 0.028308842430 0.017416635337 -0.028744572422 0.999435045598 0.649015108393 0.399181133319 -0.276056864019  | 1.000000000000 1.501623129413 -3.660372569530 -9.426031885659 0.832982988776 0.553296832717 0.001397309337 1.500000000000 . 1.519039764751 -3.689117141953 -8.426596840061 0.999541489871 -0.024261305720 -0.018116265357 2.000000000000 . 66
