0.00005000 0.02061304 0.4050 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.02164348 0.4150 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.02269905 0.4250 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.02377976 0.4350 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.02488560 0.4450 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.02601658 0.4550 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.02717268 0.4650 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.02835392 0.4750 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.02956029 0.4850 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.03079180 0.4950 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.03204843 0.5050 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.03333020 0.5150 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.03463711 0.5250 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.03596914 0.5350 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.03732631 0.5450 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.03870861 0.5550 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.04011604 0.5650 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.04154861 0.5750 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.04300631 0.5850 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.04448914 0.5950 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.04599711 0.6050 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.04753020 0.6150 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.04908843 0.6250 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.05067180 0.6350 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.05228029 0.6450 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.05391392 0.6550 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.05557268 0.6650 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.05725657 0.6750 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.05896560 0.6850 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.06069976 0.6950 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.06245905 0.7050 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.06424348 0.7150 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.06605303 0.7250 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.06788772 0.7350 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.06974755 0.7450 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.07163250 0.7550 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.07354259 0.7650 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.07547781 0.7750 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.07743816 0.7850 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.07942365 0.7950 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.08143427 0.8050 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.08347002 0.8150 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.08553091 0.8250 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.08761692 0.8350 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.08972807 0.8450 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.09186436 0.8550 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.09402577 0.8650 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.09621232 0.8750 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.09842400 0.8850 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.10066082 0.8950 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.10292276 0.9050 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.10520984 0.9150 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.10752206 0.9250 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.10985940 0.9350 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.11222188 0.9450 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.11460949 0.9550 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.11702223 0.9650 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.11946011 0.9750 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.12192312 0.9850 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.12441126 0.9950 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.12692453 1.0050 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.12946294 1.0150 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.13202648 1.0250 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.13461515 1.0350 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.13722896 1.0450 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.13986789 1.0550 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.14253196 1.0650 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.14522117 1.0750 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.14793550 1.0850 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.15067497 1.0950 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.15343957 1.1050 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.15622931 1.1150 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.15904418 1.1250 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.16188418 1.1350 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.16474931 1.1450 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.16763957 1.1550 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.17055497 1.1650 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.17349550 1.1750 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.17646116 1.1850 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.17945196 1.1950 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.18246789 1.2050 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.18550895 1.2150 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.18857515 1.2250 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.19166647 1.2350 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.19478293 1.2450 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.19792453 1.2550 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.20109125 1.2650 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.20428311 1.2750 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.20750010 1.2850 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.21074222 1.2950 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.21400948 1.3050 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.21730187 1.3150 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.22061939 1.3250 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.22396205 1.3350 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.22732983 1.3450 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.23072275 1.3550 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.23414081 1.3650 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.23758399 1.3750 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.24105231 1.3850 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.24454576 1.3950 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 32.71371366 98.09751560 -10.66696717 163.35048988 | 
0.00005000 0.24806434 1.4050 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
0.00005000 0.25160806 1.4150 & 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 0.00000000 0.00000000 0.00000000 0.00000000 | 
